split,metric,value
val,accuracy,0.581114
val,macro_precision,0.565046
val,macro_recall,0.509430
val,macro_f1,0.513624
val,weighted_precision,0.496535
val,weighted_recall,0.581114
val,weighted_f1,0.511075
val,mae,0.631961
val,qwk,0.631347
test,accuracy,0.595411
test,macro_precision,0.621494
test,macro_recall,0.516177
test,macro_f1,0.517680
test,weighted_precision,0.570739
test,weighted_recall,0.595411
test,weighted_f1,0.528243
test,mae,0.600845
test,qwk,0.657453
