experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2,30738475,0.7605609418282548,0.6368038740920097,0.6702397658380411,0.7982472381657717,0.42736077481840196,0.6654589371980676,0.6788690670591901,0.8359050985804626,0.3804347826086957
