experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e1,28214885,0.9527354570637119,0.6162227602905569,0.6616798477321055,0.7962550156041016,0.43946731234866826,0.6413043478260869,0.6725465902717352,0.8206737083261185,0.4027777777777778
