experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2_fgbf_pim,31355330,nan,0.6440677966101694,0.634478487301213,0.7774861475648878,0.4515738498789346,0.6618357487922706,0.6456693701611472,0.8023652886572074,0.41606280193236717
