experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e3,30939997,0.4196675900277008,0.4213075060532688,0.17085824113400028,0.1457019789000562,1.0786924939467313,0.3961352657004831,0.1541972708550893,0.10140669739892816,1.1419082125603865
