experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2_fgbf,31203329,nan,0.589588377723971,0.4097343280941013,0.689939006336235,0.5665859564164649,0.5851449275362319,0.3991809476845633,0.6795385883556805,0.5730676328502415
