experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2,30738475,nan,0.6743341404358354,0.6942673616632801,0.8110556479940839,0.3898305084745763,0.644927536231884,0.6647165832301913,0.8220215560227294,0.40217391304347827
