experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e3,30939997,nan,0.6767554479418886,0.6781878545269435,0.7949773071104387,0.4067796610169492,0.6920289855072463,0.6846028612345589,0.8334339596753582,0.36231884057971014
