split,metric,value
val,accuracy,0.638015
val,macro_precision,0.665361
val,macro_recall,0.631089
val,macro_f1,0.632719
val,weighted_precision,0.618908
val,weighted_recall,0.638015
val,weighted_f1,0.609745
val,mae,0.483051
val,qwk,0.754506
test,accuracy,0.645531
test,macro_precision,0.645283
test,macro_recall,0.608977
test,macro_f1,0.613057
test,weighted_precision,0.611624
test,weighted_recall,0.645531
test,weighted_f1,0.612055
test,mae,0.461957
test,qwk,0.767491
