split,metric,value
val,accuracy,0.593220
val,macro_precision,0.671379
val,macro_recall,0.619047
val,macro_f1,0.638311
val,weighted_precision,0.624941
val,weighted_recall,0.593220
val,weighted_f1,0.603816
val,mae,0.484262
val,qwk,0.756695
test,accuracy,0.626208
test,macro_precision,0.672246
test,macro_recall,0.641578
test,macro_f1,0.654941
test,weighted_precision,0.643825
test,weighted_recall,0.626208
test,weighted_f1,0.633563
test,mae,0.444444
test,qwk,0.781887
