experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e3,30939997,0.7643698060941828,0.635593220338983,0.6040028396036927,0.7186039264568401,0.4927360774818402,0.6274154589371981,0.6128427816280265,0.7374833101280713,0.4897342995169082
