experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e1,28214885,nan,0.6912832929782082,0.7039398370741188,0.8288007965648142,0.3644067796610169,0.6871980676328503,0.6840204286179163,0.834708769958865,0.36533816425120774
