split,metric,value
val,accuracy,0.676755
val,macro_precision,0.718095
val,macro_recall,0.655012
val,macro_f1,0.678188
val,weighted_precision,0.660159
val,weighted_recall,0.676755
val,weighted_f1,0.662019
val,mae,0.406780
val,qwk,0.794977
test,accuracy,0.692029
test,macro_precision,0.729812
test,macro_recall,0.656945
test,macro_f1,0.684603
test,weighted_precision,0.681415
test,weighted_recall,0.692029
test,weighted_f1,0.681670
test,mae,0.362319
test,qwk,0.833434
