experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2_fgbf_sk,31266881,nan,0.6029055690072639,0.4987501319818393,0.67637055398628,0.5738498789346247,0.6038647342995169,0.46608803418244743,0.694498465381844,0.5567632850241546
