split,metric,value
val,accuracy,0.648910
val,macro_precision,0.675094
val,macro_recall,0.679647
val,macro_f1,0.674359
val,weighted_precision,0.632805
val,weighted_recall,0.648910
val,weighted_f1,0.638327
val,mae,0.450363
val,qwk,0.773062
test,accuracy,0.641908
test,macro_precision,0.653282
test,macro_recall,0.651194
test,macro_f1,0.650277
test,weighted_precision,0.628891
test,weighted_recall,0.641908
test,weighted_f1,0.633929
test,mae,0.426932
test,qwk,0.804519
