split,metric,value
val,accuracy,0.691283
val,macro_precision,0.735527
val,macro_recall,0.680537
val,macro_f1,0.703940
val,weighted_precision,0.687440
val,weighted_recall,0.691283
val,weighted_f1,0.686995
val,mae,0.364407
val,qwk,0.828801
test,accuracy,0.687198
test,macro_precision,0.710434
test,macro_recall,0.666259
test,macro_f1,0.684020
test,weighted_precision,0.673430
test,weighted_recall,0.687198
test,weighted_f1,0.676929
test,mae,0.365338
test,qwk,0.834709
