experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2_fgbf_cbam,31212131,nan,0.639225181598063,0.6156027279292221,0.7611778777695506,0.47578692493946734,0.6666666666666666,0.6402173407295304,0.8007217818553332,0.42028985507246375
