experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e3,30939997,0.6727839335180056,0.4745762711864407,0.35704307954643577,0.42092261733785263,0.8716707021791767,0.5018115942028986,0.3758647380316633,0.442571079916003,0.8254830917874396
