experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2_fgbf_ms,32121857,nan,0.6840193704600485,0.6703463460073337,0.782461664042913,0.4225181598062954,0.677536231884058,0.6458984185359832,0.8121351018962621,0.3967391304347826
