experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e4,32533600,nan,0.5932203389830508,0.6383107542469791,0.7566954153427145,0.48426150121065376,0.626207729468599,0.6549410252285164,0.781886600324744,0.4444444444444444
