experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2,30738475,nan,0.648910411622276,0.6743588486654181,0.7730621868552903,0.45036319612590797,0.6419082125603864,0.6502768554944389,0.8045186892928682,0.42693236714975846
