experiment,parameters,train_accuracy,val_accuracy,val_macro_f1,val_qwk,val_mae,test_accuracy,test_macro_f1,test_qwk,test_mae
e2,30738475,nan,0.6380145278450363,0.632718781302706,0.7545061906133026,0.4830508474576271,0.6455314009661836,0.6130574869995641,0.7674914257358204,0.46195652173913043
